system_type,response_time_ms,api_calls_count,ui_elements_count,user_interactions,error_rate,avg_session_duration_min,label
POS,266,393,33,383,0.0301,47,0
POS,119,481,21,567,0.029,11,1
ERP,186,285,40,607,0.0284,32,0
POS,234,82,28,205,0.0144,49,1
POS,236,410,38,393,0.0173,29,0
CRM,228,290,30,165,0.0139,17,1
POS,253,379,35,294,0.0197,44,1
CRM,265,387,37,287,0.0205,58,0
CRM,137,324,26,146,0.0198,52,1
CRM,288,120,18,461,0.0184,12,0
ERP,143,362,30,636,0.0394,41,1
ERP,185,452,43,677,0.0427,40,0
ERP,143,265,20,586,0.0231,53,1
CRM,173,128,29,678,0.0222,55,1
ERP,218,218,48,345,0.0438,40,1
ERP,289,347,25,277,0.035,10,0
CRM,221,229,38,214,0.0217,21,0
ERP,233,165,10,264,0.0385,27,0
ERP,244,309,27,318,0.0238,33,0
CRM,150,309,31,296,0.0335,45,1
CRM,137,54,17,500,0.0497,38,1
CRM,251,346,16,175,0.0221,34,0
ERP,150,157,34,525,0.0472,32,1
CRM,109,392,39,386,0.0228,12,0
ERP,219,409,43,644,0.0316,39,0
ERP,299,166,20,398,0.0284,26,1
ERP,248,406,24,393,0.0413,54,1
CRM,169,494,44,546,0.0124,58,1
CRM,184,380,32,513,0.0351,39,0
POS,156,488,30,530,0.0404,58,0
CRM,225,380,37,329,0.0289,28,1
POS,138,62,22,195,0.0142,14,1
CRM,132,191,43,538,0.0198,49,1
ERP,286,237,47,270,0.0372,43,1
ERP,117,330,15,416,0.0458,18,1
CRM,283,164,13,643,0.0269,48,1
POS,156,477,14,590,0.0324,57,1
POS,195,285,49,487,0.0191,53,1
POS,147,387,15,656,0.0265,35,1
POS,141,59,30,171,0.0235,14,0
POS,126,248,37,631,0.0362,33,1
CRM,173,301,12,338,0.0494,40,0
ERP,209,99,32,676,0.0425,33,1
CRM,279,477,17,188,0.0177,30,0
ERP,269,191,28,634,0.0331,31,1
CRM,131,320,20,253,0.0127,47,1
CRM,125,65,19,689,0.0199,31,1
POS,124,51,37,289,0.0169,30,1
POS,174,207,29,514,0.0234,39,0
ERP,122,79,37,253,0.0372,58,1
ERP,156,131,38,438,0.03,56,1
ERP,279,80,17,616,0.0473,19,0
POS,225,285,28,134,0.0185,12,0
CRM,186,382,30,625,0.0246,48,1
CRM,130,197,27,636,0.0232,38,1
ERP,163,226,18,317,0.0194,34,1
ERP,298,419,13,353,0.0497,11,1
POS,132,84,34,302,0.0255,22,1
ERP,101,72,43,200,0.0476,36,1
POS,117,155,18,460,0.0256,38,1
POS,274,146,18,277,0.0182,23,1
ERP,260,279,27,375,0.0148,13,1
POS,183,276,20,411,0.0442,17,1
ERP,134,420,22,509,0.0113,14,1
ERP,278,149,47,387,0.0486,53,0
ERP,213,494,18,624,0.0267,36,0
ERP,245,104,25,500,0.0199,33,1
ERP,209,244,13,316,0.0347,53,1
ERP,187,57,43,569,0.0153,52,1
CRM,171,473,16,126,0.0129,43,1
POS,224,364,24,521,0.0431,37,0
CRM,129,177,47,113,0.027,33,0
CRM,271,81,20,600,0.0307,14,0
POS,152,142,41,424,0.0171,22,1
POS,237,56,36,423,0.0125,27,1
POS,186,307,39,666,0.0247,26,0
ERP,279,390,26,384,0.0302,39,0
ERP,276,439,45,188,0.0406,47,1
POS,238,269,28,144,0.03,28,0
POS,293,289,16,597,0.0413,31,0
ERP,285,155,30,597,0.0146,58,0
POS,263,85,37,677,0.0126,58,0
POS,260,465,12,244,0.0164,27,1
POS,274,94,23,617,0.0409,35,1
ERP,112,347,11,181,0.0404,24,0
POS,139,358,38,266,0.0157,37,0
CRM,188,415,27,204,0.0112,39,1
POS,167,58,46,587,0.0374,37,1
ERP,141,136,33,409,0.0442,29,1
ERP,246,419,21,181,0.0402,13,1
POS,193,380,41,193,0.0181,13,1
POS,118,226,27,420,0.0334,46,1
ERP,285,179,22,442,0.0403,24,1
ERP,122,244,13,460,0.0202,43,0
ERP,153,60,32,165,0.0311,20,1
ERP,164,355,19,528,0.0226,32,0
CRM,239,468,14,500,0.019,44,0
CRM,123,171,49,270,0.0488,52,1
POS,133,448,23,677,0.0465,44,1
POS,152,284,43,167,0.0278,20,0
CRM,235,380,37,591,0.0155,11,0
POS,117,80,17,133,0.0391,24,1
ERP,156,397,25,100,0.0202,49,1
POS,211,495,40,250,0.0167,37,0
ERP,104,461,16,357,0.0253,40,0
POS,253,273,12,687,0.0312,41,0
ERP,257,202,38,118,0.0139,43,1
ERP,281,261,45,134,0.0329,59,0
ERP,112,141,48,470,0.0106,31,0
CRM,182,458,13,590,0.0457,38,1
CRM,128,380,18,340,0.0468,17,0
ERP,102,397,26,106,0.0393,31,1
CRM,189,178,29,648,0.0287,21,1
POS,203,492,23,470,0.0202,32,1
POS,222,246,38,349,0.0398,47,1
POS,285,91,22,214,0.0473,11,1
ERP,175,415,45,652,0.0163,21,1
POS,229,467,26,436,0.0286,30,0
ERP,207,277,13,673,0.0226,21,1
ERP,255,243,29,241,0.0243,54,1
CRM,181,67,20,584,0.0262,40,1
POS,176,382,31,537,0.0481,18,1
POS,101,292,17,187,0.0203,24,0
ERP,226,438,37,562,0.0297,41,0
ERP,234,325,39,147,0.0481,52,1
ERP,125,499,42,580,0.029,18,0
CRM,187,176,42,623,0.0445,33,0
ERP,115,124,45,310,0.0124,17,1
ERP,250,111,36,343,0.0481,37,0
ERP,267,337,29,338,0.0175,27,1
CRM,287,235,42,296,0.0492,52,0
CRM,172,227,34,334,0.017,46,1
POS,131,215,28,286,0.0278,45,0
ERP,114,232,30,389,0.0223,46,1
CRM,240,77,42,320,0.0273,41,1
ERP,104,379,12,596,0.02,30,0
ERP,173,296,23,595,0.0486,48,0
ERP,151,386,24,401,0.0222,58,0
ERP,176,71,42,286,0.0361,38,1
ERP,268,476,31,549,0.0155,27,0
ERP,280,469,10,511,0.043,32,0
ERP,209,145,40,344,0.0317,42,1
POS,277,171,44,412,0.0492,57,0
ERP,242,299,29,595,0.0269,18,1
POS,205,428,41,121,0.0178,53,1
CRM,226,357,21,167,0.0238,52,1
CRM,106,469,25,491,0.0395,47,1
POS,139,461,17,415,0.0364,13,1
ERP,255,383,23,164,0.0411,25,0
CRM,259,491,27,640,0.0129,12,0
POS,198,469,39,667,0.0332,17,0
ERP,242,375,42,311,0.0473,25,1
ERP,184,186,43,299,0.0143,11,0
CRM,297,326,43,277,0.0138,54,1
CRM,164,369,16,522,0.0387,28,1
POS,231,381,15,561,0.0226,33,1
ERP,110,110,15,143,0.0363,25,0
POS,207,299,31,530,0.0318,49,0
CRM,125,144,17,267,0.0494,11,0
POS,288,345,46,386,0.0456,41,1
ERP,264,233,24,436,0.0371,10,0
POS,250,309,35,685,0.0205,58,1
CRM,184,336,48,270,0.0205,27,1
ERP,267,204,12,282,0.0453,48,0
CRM,250,235,19,115,0.0334,41,0
ERP,222,458,12,595,0.0416,18,0
POS,243,118,39,679,0.028,12,0
CRM,288,375,31,653,0.0141,33,1
CRM,167,310,12,209,0.0233,20,1
CRM,203,164,10,652,0.0164,37,1
ERP,179,396,42,405,0.0413,25,1
CRM,258,57,28,105,0.038,38,0
CRM,152,314,45,372,0.0135,50,0
ERP,205,320,43,460,0.0349,21,0
CRM,252,298,40,284,0.045,55,1
POS,143,154,33,199,0.0379,13,1
ERP,239,312,21,189,0.0304,35,0
POS,189,273,22,345,0.0225,13,0
ERP,200,377,25,338,0.0455,20,1
ERP,196,420,25,180,0.0269,11,0
POS,108,320,29,214,0.0442,40,1
CRM,111,214,36,375,0.0413,59,0
ERP,168,132,48,179,0.0426,12,0
ERP,281,344,22,667,0.0496,34,1
POS,281,183,13,278,0.04,43,0
CRM,127,260,41,408,0.0114,10,1
ERP,155,362,49,660,0.0182,14,1
CRM,198,141,43,608,0.0114,48,1
CRM,296,386,48,359,0.0176,40,0
POS,209,452,26,391,0.0125,45,0
ERP,176,176,33,390,0.0301,12,0
ERP,202,240,38,641,0.0111,47,0
CRM,205,208,37,162,0.0289,21,1
CRM,208,380,31,693,0.046,25,1
POS,211,384,37,504,0.0399,17,1
ERP,157,59,34,579,0.0478,20,1
ERP,177,156,12,424,0.0191,54,1
ERP,174,136,22,480,0.0312,23,1
POS,141,116,40,409,0.0227,36,1
POS,265,111,22,442,0.0298,27,1
POS,167,436,27,574,0.0323,17,0
CRM,280,195,46,155,0.0114,42,1
ERP,132,202,43,524,0.0193,13,0
ERP,170,156,26,241,0.0382,58,1
CRM,155,197,30,475,0.0409,39,1
POS,204,235,45,325,0.0328,29,0
ERP,299,398,49,573,0.0208,39,0
ERP,200,391,28,124,0.0262,36,1
CRM,150,227,21,464,0.0138,34,0
POS,173,426,37,194,0.0481,15,0
CRM,270,384,20,607,0.0447,14,0
CRM,220,315,46,664,0.0126,23,0
POS,242,198,37,681,0.0167,23,0
CRM,265,296,44,275,0.0332,43,0
POS,242,303,24,507,0.0193,50,0
CRM,104,78,25,589,0.0474,34,0
ERP,182,401,16,558,0.0402,48,1
ERP,281,315,12,512,0.0209,27,0
CRM,150,62,40,437,0.0102,29,0
CRM,109,96,21,430,0.042,52,0
POS,239,200,17,312,0.027,17,0
POS,103,99,34,444,0.0357,35,0
ERP,194,264,44,675,0.0215,30,1
ERP,245,181,21,646,0.0157,36,1
ERP,179,421,30,623,0.037,41,0
CRM,135,162,35,445,0.028,51,0
ERP,124,301,11,347,0.0194,59,0
CRM,197,390,23,424,0.0155,26,0
ERP,263,102,13,566,0.0332,58,0
POS,200,179,26,190,0.039,10,1
CRM,294,373,14,393,0.0214,36,0
CRM,108,242,33,640,0.0394,45,0
ERP,160,128,16,623,0.0173,20,0
CRM,152,106,32,358,0.0235,50,1
CRM,245,146,26,186,0.0398,50,1
ERP,270,247,21,257,0.0364,44,0
ERP,262,184,20,593,0.0208,47,0
ERP,162,196,20,285,0.0149,47,1
CRM,220,221,43,443,0.0117,51,0
POS,204,112,46,615,0.0435,51,0
CRM,103,114,38,668,0.013,58,0
POS,192,344,45,608,0.0146,56,0
POS,268,260,36,639,0.0195,45,1
CRM,272,158,31,115,0.0278,19,0
POS,277,331,11,624,0.0416,49,0
POS,127,221,45,299,0.0199,10,0
CRM,269,61,39,283,0.0317,31,0
ERP,179,455,16,408,0.0136,26,0
POS,175,382,21,607,0.0286,21,0
CRM,215,269,12,380,0.0171,53,0
ERP,168,447,26,257,0.0184,22,0
CRM,197,391,41,459,0.0247,34,0
POS,100,335,17,358,0.0405,35,0
ERP,266,221,32,256,0.0398,55,0
POS,195,285,47,524,0.0266,49,1
ERP,116,215,39,120,0.0147,55,1
ERP,211,236,24,446,0.0212,48,0
ERP,190,219,19,449,0.0302,58,1
POS,187,101,47,484,0.0448,52,0
CRM,262,368,24,537,0.0487,42,0
POS,273,238,39,555,0.0355,17,0
CRM,269,169,35,645,0.024,22,1
POS,266,154,23,179,0.0377,35,0
ERP,189,211,12,551,0.0234,26,1
ERP,148,344,45,694,0.035,33,0
POS,289,90,35,640,0.0198,33,0
POS,137,426,23,588,0.0207,21,0
POS,250,413,40,622,0.013,40,1
ERP,249,214,23,491,0.0268,25,0
ERP,231,370,49,673,0.0347,51,1
POS,276,423,19,458,0.0416,25,0
POS,158,384,18,132,0.0424,39,1
CRM,167,209,49,235,0.0497,37,0
POS,298,313,27,699,0.0135,12,1
ERP,229,402,45,509,0.0297,42,1
CRM,148,67,45,628,0.0309,33,0
CRM,225,222,21,190,0.0422,39,1
POS,258,401,49,512,0.0207,49,1
POS,210,82,12,398,0.0128,57,1
POS,267,310,27,586,0.0226,37,1
ERP,147,259,16,172,0.0494,56,0
ERP,150,432,40,360,0.046,48,1
CRM,142,379,10,411,0.0258,11,1
CRM,197,431,40,264,0.0451,22,1
ERP,282,213,22,434,0.0113,46,1
CRM,276,456,38,601,0.0226,19,1
ERP,223,473,12,260,0.0391,49,0
ERP,179,54,38,489,0.0189,22,0
CRM,284,83,44,170,0.0179,28,1
POS,210,329,24,191,0.0445,15,0
CRM,242,194,30,460,0.0346,27,1
ERP,126,400,28,420,0.0496,49,0
POS,295,120,37,344,0.0154,18,1
ERP,291,397,13,123,0.0242,26,0
CRM,257,279,22,656,0.0224,13,1
ERP,263,174,24,502,0.0452,59,0
ERP,294,327,48,472,0.0202,15,1
CRM,212,320,41,385,0.0241,20,1
ERP,185,406,12,540,0.0157,51,1
ERP,213,64,39,694,0.041,35,0
ERP,223,291,29,451,0.0195,20,0
POS,148,202,11,318,0.0127,17,0
POS,175,102,34,584,0.0274,12,0
POS,154,198,20,542,0.0257,11,1
POS,155,407,10,317,0.0171,27,1
POS,295,499,19,166,0.0153,11,1
ERP,194,268,26,130,0.0459,35,0
POS,143,162,39,421,0.0127,21,1
CRM,258,337,44,349,0.014,46,0
CRM,285,326,28,665,0.0198,35,0
ERP,186,477,43,109,0.0481,45,1
CRM,280,132,41,384,0.0134,25,1
ERP,183,499,21,252,0.0426,23,1
CRM,250,267,26,643,0.0457,11,0
ERP,255,275,15,628,0.0251,30,1
CRM,115,319,22,470,0.0218,16,1
ERP,264,64,48,400,0.0371,20,1
POS,248,453,31,245,0.0381,53,1
CRM,244,339,20,686,0.0412,38,1
CRM,136,469,16,151,0.0432,46,1
CRM,176,388,30,503,0.0207,57,1
POS,246,314,10,240,0.0375,48,0
ERP,257,248,39,187,0.0154,37,0
ERP,144,207,28,526,0.0304,49,0
CRM,245,382,38,183,0.0345,13,1
CRM,161,496,44,342,0.0165,13,0
POS,263,468,29,205,0.0131,36,0
CRM,199,446,45,454,0.0178,15,0
ERP,151,256,48,120,0.0268,43,1
POS,118,223,10,105,0.0455,50,1
ERP,208,233,32,320,0.0313,49,1
ERP,143,314,40,186,0.0399,27,0
POS,106,295,44,552,0.017,53,1
CRM,271,85,31,441,0.0142,57,1
ERP,216,422,16,492,0.0196,39,0
ERP,167,308,42,451,0.0226,42,1
CRM,133,68,45,345,0.0319,29,0
ERP,293,461,16,212,0.0452,45,0
POS,168,72,36,682,0.027,55,1
CRM,154,153,11,257,0.0308,59,0
ERP,109,290,26,336,0.0102,14,1
ERP,141,440,10,342,0.0113,44,0
CRM,140,410,39,265,0.0134,28,0
CRM,296,253,31,133,0.038,21,0
POS,221,302,37,354,0.0294,35,1
POS,237,191,42,401,0.0177,28,0
POS,109,351,35,319,0.0337,20,0
ERP,201,192,44,131,0.0318,29,0
ERP,287,320,20,608,0.0136,18,1
ERP,227,356,16,581,0.0356,29,1
ERP,278,159,37,332,0.0407,36,1
POS,248,57,34,314,0.0215,14,0
ERP,235,118,40,341,0.0375,19,1
POS,292,239,12,344,0.018,18,0
CRM,191,228,42,119,0.0403,34,0
CRM,212,112,43,309,0.0465,22,0
CRM,177,117,30,525,0.0277,41,0
POS,184,255,46,171,0.0198,17,1
ERP,129,449,28,277,0.026,54,0
CRM,148,457,46,622,0.02,36,0
ERP,108,55,30,398,0.01,31,1
CRM,244,168,23,365,0.036,37,0
ERP,168,362,19,619,0.0117,27,1
POS,157,80,16,594,0.0184,32,1
ERP,284,55,38,374,0.0389,50,0
CRM,161,256,49,152,0.0366,40,1
POS,151,206,17,499,0.0129,50,0
CRM,288,116,48,513,0.0364,43,0
ERP,139,436,22,588,0.0472,16,1
ERP,265,461,28,601,0.013,14,1
ERP,270,379,20,406,0.0266,30,1
ERP,162,419,11,516,0.0392,15,0
CRM,246,402,15,608,0.0367,54,1
CRM,149,481,38,629,0.0191,59,0
CRM,260,385,14,105,0.0165,44,1
ERP,240,428,39,521,0.0414,51,1
ERP,177,443,48,550,0.0482,32,1
CRM,196,338,45,526,0.0407,12,0
POS,289,189,36,489,0.0485,42,1
CRM,142,490,27,433,0.0342,47,0
ERP,276,349,45,547,0.0472,32,0
CRM,135,62,25,437,0.0376,25,1
POS,221,201,14,187,0.0464,34,0
ERP,207,477,18,368,0.0165,58,1
CRM,109,362,43,164,0.0426,25,1
CRM,194,401,43,163,0.0179,34,0
ERP,105,449,45,369,0.0111,51,1
ERP,156,158,40,476,0.0307,16,1
ERP,228,425,29,428,0.0227,17,1
CRM,170,405,26,617,0.0117,12,0
POS,285,198,29,520,0.0492,14,0
CRM,120,416,37,412,0.0367,28,0
POS,191,253,30,408,0.0461,16,0
ERP,226,356,28,288,0.05,59,0
ERP,179,70,12,141,0.0257,31,1
POS,155,109,39,689,0.0202,35,1
ERP,215,484,14,419,0.0174,59,1
CRM,247,70,15,544,0.0306,34,1
CRM,281,412,12,473,0.0342,15,0
ERP,124,431,33,385,0.0289,14,1
CRM,255,294,10,270,0.0255,47,1
POS,104,439,45,362,0.0167,47,1
ERP,219,122,24,634,0.0277,31,0
POS,120,498,47,241,0.0134,40,1
ERP,117,125,27,247,0.0446,31,1
CRM,274,235,32,539,0.0119,20,1
ERP,297,127,38,692,0.0252,41,1
POS,156,439,31,515,0.014,26,1
CRM,192,114,33,124,0.041,50,1
CRM,118,391,22,193,0.0225,31,1
CRM,227,339,42,404,0.0145,25,0
CRM,196,105,31,284,0.0313,51,1
ERP,292,380,44,382,0.0467,24,1
ERP,230,308,26,254,0.0463,17,1
CRM,269,475,31,113,0.02,55,1
CRM,120,239,14,440,0.0388,57,1
POS,139,55,34,572,0.0112,12,1
ERP,166,55,15,207,0.0153,22,1
CRM,252,240,26,430,0.03,39,1
POS,226,197,40,639,0.0192,37,1
ERP,154,454,26,538,0.0419,18,1
CRM,279,307,42,483,0.0472,21,1
CRM,271,267,48,681,0.0102,34,0
ERP,208,139,46,259,0.0193,46,1
POS,197,361,13,531,0.0276,30,0
POS,283,401,23,495,0.0325,48,0
ERP,282,59,22,587,0.0466,48,1
CRM,211,136,36,288,0.0457,28,0
ERP,297,299,33,517,0.0355,17,1
CRM,214,375,36,442,0.0203,47,1
ERP,216,200,17,460,0.0413,12,0
POS,186,162,48,208,0.0181,31,1
CRM,180,79,30,400,0.0486,10,0
POS,165,177,20,467,0.0102,47,1
POS,118,127,40,354,0.0328,28,1
POS,234,470,36,415,0.0135,30,0
ERP,217,104,36,170,0.0263,22,1
ERP,290,354,17,368,0.0354,36,0
CRM,141,83,42,600,0.0376,26,1
CRM,141,154,21,308,0.0414,59,0
POS,158,221,44,577,0.0337,29,1
ERP,119,71,43,275,0.0201,39,0
CRM,172,336,25,338,0.0456,47,0
POS,116,440,45,541,0.0424,20,0
CRM,126,154,11,591,0.0164,36,1
POS,274,198,21,198,0.0431,47,0
CRM,101,321,36,428,0.0489,37,0
ERP,162,325,26,425,0.0355,35,1
CRM,161,348,29,544,0.0213,48,1
POS,199,221,30,394,0.0343,42,1
POS,118,96,39,541,0.0237,41,1
POS,116,163,29,130,0.037,34,0
POS,168,324,17,230,0.0318,33,0
POS,266,353,27,626,0.0472,49,1
ERP,216,256,27,537,0.0347,36,0
ERP,298,444,27,425,0.0186,55,1
CRM,180,462,11,366,0.039,31,1
ERP,138,291,21,385,0.022,29,0
CRM,135,350,41,390,0.0209,42,0
CRM,267,245,17,467,0.0257,14,1
ERP,272,213,19,585,0.0105,38,0
POS,231,225,20,654,0.0488,14,1
ERP,252,392,23,267,0.0313,55,0
POS,296,320,35,570,0.0409,48,1
POS,257,159,39,269,0.0203,26,1
POS,295,221,13,445,0.0399,38,0
CRM,128,401,48,177,0.0327,20,0
CRM,295,251,20,184,0.027,31,1
POS,150,217,33,300,0.0488,40,1
ERP,251,151,31,688,0.0298,48,1
POS,113,135,12,460,0.0363,10,1
ERP,168,191,46,664,0.0106,24,1
CRM,245,496,11,401,0.0221,28,1
CRM,269,386,21,392,0.0455,19,1
CRM,156,262,30,393,0.0404,18,0
ERP,111,100,14,208,0.0315,22,1
CRM,116,161,16,464,0.046,54,1
POS,129,491,13,699,0.0294,35,0
POS,187,320,45,593,0.0327,15,0
ERP,198,114,31,366,0.0253,49,1
CRM,122,393,38,192,0.0348,53,1
ERP,228,232,18,163,0.0228,11,0
POS,178,381,35,527,0.0254,38,0
POS,131,59,21,467,0.0487,57,1
ERP,108,283,10,204,0.0145,21,0
ERP,114,347,17,308,0.0142,32,1
POS,255,293,42,673,0.0117,59,0
CRM,251,400,13,573,0.0228,12,1
ERP,287,316,23,160,0.0259,59,0
CRM,262,167,38,445,0.0138,20,0
CRM,126,193,23,111,0.032,14,0
ERP,208,430,18,565,0.0333,54,1
CRM,175,250,18,294,0.04,19,0
CRM,247,288,35,173,0.049,56,0
POS,164,383,26,485,0.0348,15,1
POS,276,452,13,235,0.0145,25,0
POS,208,464,12,654,0.0135,40,0
POS,228,486,38,535,0.0411,32,1
POS,109,295,34,138,0.036,39,0
CRM,146,395,30,642,0.0165,49,1
ERP,222,57,21,419,0.0201,29,1
CRM,158,201,10,655,0.04,34,1
POS,195,441,10,452,0.0326,44,0
POS,289,260,16,613,0.0334,14,0
POS,202,416,19,582,0.0184,56,0
CRM,223,481,24,515,0.0352,12,0
CRM,185,207,49,469,0.0408,56,1
CRM,245,107,20,442,0.0454,43,1
ERP,211,135,32,424,0.0395,21,1
POS,273,104,22,466,0.0331,36,1
ERP,259,250,36,435,0.0369,14,0
ERP,126,171,26,395,0.0294,50,1
ERP,117,495,22,123,0.0191,31,0
CRM,266,157,21,541,0.0453,13,1
ERP,276,353,38,203,0.0313,37,0
CRM,181,181,30,511,0.0338,16,1
POS,271,470,29,673,0.0496,57,0
ERP,171,441,29,393,0.0494,54,0
ERP,153,434,40,342,0.0335,43,0
ERP,261,247,17,441,0.0114,11,1
ERP,170,96,33,272,0.0258,18,1
CRM,263,277,20,515,0.0475,24,1
POS,245,294,48,202,0.0215,40,0
CRM,137,252,42,259,0.05,45,1
POS,286,310,24,356,0.0134,58,0
ERP,236,227,13,656,0.0327,50,1
ERP,299,73,10,675,0.0306,24,0
ERP,278,224,41,295,0.0202,42,1
CRM,134,323,20,490,0.0479,40,1
POS,181,389,39,169,0.0348,36,0
ERP,232,461,46,346,0.0192,11,1
ERP,241,310,28,428,0.0254,18,1
ERP,257,335,45,257,0.0388,52,1
CRM,103,50,43,684,0.0219,10,1
POS,266,135,16,154,0.0452,28,1
POS,291,387,29,585,0.0166,18,0
CRM,252,479,21,342,0.0206,11,1
ERP,255,118,41,452,0.0158,46,0
CRM,293,80,11,509,0.0142,58,0
ERP,249,247,31,114,0.022,10,1
CRM,258,140,49,246,0.05,55,1
CRM,122,489,33,589,0.0138,21,0
ERP,147,398,40,124,0.0185,35,0
ERP,247,432,13,432,0.0209,19,0
CRM,224,461,33,273,0.0348,56,1
ERP,265,65,26,389,0.0398,10,0
ERP,154,359,49,669,0.0401,10,0
POS,167,486,28,244,0.0103,52,1
ERP,187,445,49,221,0.0361,40,1
CRM,100,325,47,126,0.0352,20,0
POS,234,387,43,165,0.0307,14,0
CRM,284,211,42,200,0.0252,44,0
ERP,194,486,15,487,0.0419,20,1
POS,239,241,45,193,0.0238,13,0
CRM,205,200,22,166,0.0192,47,0
ERP,232,414,18,349,0.0224,59,1
ERP,207,460,44,241,0.0276,48,1
CRM,277,162,43,366,0.0186,30,0
CRM,141,322,25,651,0.0343,45,0
ERP,201,225,27,314,0.0454,55,0
POS,223,198,27,588,0.0338,37,0
CRM,239,227,47,595,0.0279,17,0
ERP,202,473,41,579,0.0419,29,1
CRM,245,431,16,589,0.0399,52,0
CRM,293,272,32,100,0.0247,55,0
ERP,173,308,32,108,0.0342,30,0
CRM,207,322,27,479,0.0392,44,0
ERP,221,238,16,243,0.0198,52,1
CRM,116,355,49,401,0.0247,41,1
POS,295,427,33,516,0.0142,45,0
POS,170,139,23,278,0.0495,50,0
POS,161,392,14,377,0.0134,14,0
POS,140,311,31,243,0.0167,54,1
CRM,218,205,31,438,0.0292,13,0
CRM,261,249,19,558,0.0446,16,0
POS,297,104,35,430,0.0242,43,0
CRM,144,303,24,369,0.0407,29,1
CRM,157,491,47,286,0.037,16,1
POS,278,222,10,271,0.0355,33,0
ERP,225,249,23,503,0.0438,30,1
POS,261,452,45,567,0.0106,18,1
POS,143,151,40,346,0.0472,28,1
POS,114,334,37,622,0.0432,29,0
ERP,177,200,43,658,0.0475,37,0
CRM,169,160,44,210,0.0417,41,1
CRM,277,465,48,402,0.0451,43,1
POS,200,315,32,572,0.0181,25,0
ERP,259,140,28,391,0.0228,47,1
POS,294,226,27,351,0.0226,59,0
POS,102,498,24,687,0.0144,26,0
POS,185,280,10,274,0.0392,20,1
CRM,173,78,34,208,0.0154,13,0
ERP,150,492,35,439,0.0121,49,1
CRM,166,350,44,113,0.041,59,0
POS,175,244,24,421,0.0462,54,1
POS,192,356,13,142,0.0406,49,0
CRM,275,288,24,560,0.043,51,0
POS,244,406,47,201,0.0338,27,1
POS,106,433,48,108,0.0455,59,0
POS,112,316,10,248,0.0299,58,0
ERP,219,263,31,437,0.0495,57,1
ERP,165,131,20,323,0.0141,15,0
CRM,103,177,47,209,0.0424,55,0
CRM,237,311,46,453,0.0357,41,1
POS,187,116,35,183,0.0332,14,1
ERP,116,111,36,654,0.039,24,1
POS,151,182,22,165,0.0436,54,1
POS,233,186,16,487,0.0445,25,0
ERP,168,77,17,234,0.017,57,0
ERP,236,260,32,185,0.0179,26,0
ERP,120,254,35,183,0.0106,46,1
ERP,123,302,36,326,0.0153,52,1
ERP,103,87,18,359,0.0206,24,1
POS,251,92,47,119,0.0388,44,1
ERP,286,166,22,134,0.029,17,1
ERP,102,454,16,542,0.0403,44,1
POS,167,239,20,369,0.0295,45,1
CRM,200,95,19,505,0.0322,36,1
CRM,267,215,42,607,0.0144,23,1
CRM,275,354,48,403,0.0411,32,0
POS,153,252,12,384,0.0403,29,0
ERP,134,282,38,647,0.0223,15,0
CRM,155,294,46,128,0.0231,33,1
POS,207,258,25,490,0.0188,32,1
CRM,139,297,25,515,0.0426,45,1
ERP,167,344,16,241,0.0399,21,1
CRM,145,376,24,440,0.0344,11,1
ERP,177,432,47,344,0.0196,36,1
CRM,240,207,15,104,0.0169,41,0
POS,254,454,27,548,0.012,38,0
CRM,105,50,28,365,0.0118,59,1
ERP,116,266,11,590,0.0175,55,0
CRM,263,465,12,338,0.014,49,0
CRM,198,298,34,349,0.0322,49,1
ERP,180,441,45,390,0.0243,53,1
CRM,101,118,37,642,0.0278,42,1
ERP,176,79,47,178,0.0338,38,0
ERP,279,164,37,620,0.0364,42,0
ERP,165,57,41,549,0.0359,45,1
CRM,151,418,45,655,0.0204,26,0
ERP,191,324,48,243,0.0424,19,1
CRM,270,364,45,219,0.0467,10,1
ERP,121,488,32,664,0.0226,52,0
CRM,210,463,11,676,0.0107,26,1
CRM,206,384,19,275,0.046,51,0
CRM,282,85,15,169,0.0469,37,1
CRM,166,360,17,302,0.012,47,0
ERP,287,93,24,279,0.0102,45,0
CRM,285,204,38,692,0.0427,54,0
CRM,239,126,37,666,0.0221,36,1
CRM,168,127,31,209,0.0466,52,0
ERP,183,150,43,523,0.0187,46,0
ERP,202,487,29,602,0.0444,55,0
CRM,138,481,42,505,0.0127,34,0
POS,112,79,24,190,0.0204,43,0
ERP,140,88,16,393,0.0489,12,1
POS,156,288,33,492,0.0192,38,0
ERP,280,62,35,136,0.0153,44,0
POS,111,171,19,616,0.0443,52,0
CRM,112,193,24,415,0.0147,50,0
CRM,219,221,46,271,0.0139,19,0
CRM,196,417,33,505,0.0229,47,0
POS,156,296,20,361,0.0354,47,0
CRM,139,296,49,583,0.0384,10,1
POS,217,460,30,126,0.0452,10,0
CRM,179,94,49,594,0.0316,41,0
ERP,227,302,47,154,0.0257,31,0
POS,272,424,24,348,0.0244,28,0
CRM,134,340,24,372,0.0439,44,0
ERP,102,256,46,358,0.039,15,1
CRM,219,461,23,290,0.0462,43,0
ERP,104,56,30,674,0.0486,24,0
CRM,110,495,29,545,0.022,53,0
ERP,225,291,42,601,0.0312,51,1
POS,170,159,12,492,0.0353,54,0
POS,216,163,49,507,0.0166,12,1
